YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List,
2014,Writer,2014-12-10,Media,Suki Kim,
2014,Professional Wrestler,2014-12-11,Athletics,Mick Foley,
2014,Film director,2014-12-15,Media,Tim Burton,
2014,Singer-songwriter,2014-12-16,Musician,Paul McCartney,
2014,actress,2014-12-17,Acting,Anna Kendrick,
2014,non profit director,2014-12-02,Advocacy,Sophie Delaunay,
2014,musician,2014-12-03,Musician,Dave Grohl,
2014,actress,2014-12-04,Acting,Angelina Jolie,
2014,television writer,2014-12-08,Media,Norman Lear,
2014,filmmaker,2014-12-09,Media,Kathryn Bigelow & Juan Zarate,
2014,white house official,2014-12-09,Political Aide,Kathryn Bigelow & Juan Zarate,
2014,actor,2014-02-10,Acting,Ty Burrell,
2014,journalist,2014-02-11,Media,Elizabeth Kolbert,
2014,actor,2014-02-12,Acting,Joel Kinnaman,
2014,actor,2014-02-18,Acting,Kevin Spacey,
2014,film director,2014-02-19,Media,David O. Russell,
2014,activist,2014-02-20,Advocacy,Ronan Farrow,
2014,journalist,2014-02-24,Media,Hooman Majd,
2014,Futurist,2014-02-25,Academic,Michio Kaku,
2014,actor,2014-02-26,Acting,Liam Neeson,
2014,Writer,2014-02-27,Media,Kevin Roose,
2014,nyc mayor,2014-02-03,Politician,Bill de Blasio,
2014,actress,2014-02-04,Acting,Elizabeth Banks,
2014,actor,2014-02-05,Acting,George Clooney,
2014,Reporter,2014-02-06,Media,Robyn Doolittle,
2014,Choreographer,2014-03-10,Media,Paul Taylor,
2014,legal analyst,2014-03-11,Misc,Andrew Napolitano,
2014,actor,2014-03-12,Acting,Jason Bateman,
2014,attorney,2014-03-13,Misc,Anita Hill,
2014,author,2014-03-24,Media,Arianna Huffington,
2014,author,2014-03-25,Media,Amy Yates Wuelfing & Gibby Haynes,
2014,musician,2014-03-25,Musician,Amy Yates Wuelfing & Gibby Haynes,
2014,actor,2014-03-26,Acting,Jude Law,
2014,Statistician,2014-03-27,Media,Nate Silver,
2014,television Series Creator,2014-03-03,Media,Seth MacFarlane,
2014,actor,2014-03-31,Acting,Peter Dinklage,
2014,former us senator,2014-03-04,Politician,Jim DeMint,
2014,television host,2014-03-05,Media,Rachel Maddow,
2014,foreign policy analyst,2014-03-06,Academic,Kimberly Marten,
2014,Author,2014-04-01,Media,Michael Lewis,
2014,actress,2014-04-10,Acting,Jennifer Garner,
2014,actor,2014-04-02,Acting,Samuel L. Jackson,
2014,administrator,2014-04-21,Government,Gina McCarthy,
2014,us senator,2014-04-22,Politician,Elizabeth Warren,
2014,Broadcaster,2014-04-23,Media,Robin Roberts,
2014,Historian,2014-04-24,Academic,Ramachandra Guha,
2014,Coach,2014-04-28,Athletics,Mookie Wilson,
2014,Writer,2014-04-29,Media,William D. Cohan,
2014,Soccer player,2014-04-03,Athletics,Pelí©,
2014,professor,2014-04-30,Academic,Martin Gilens & Benjamin Page,
2014,professor,2014-04-30,Academic,Martin Gilens & Benjamin Page,
2014,Author,2014-04-07,Media,Matt Taibbi,
2014,actor,2014-04-08,Acting,Denis Leary,
2014,actor,2014-04-09,Acting,Colin Firth,
2014,stand-up comedian,2014-05-01,Comedy,David Spade,
2014,professor,2014-05-12,Academic,Martin Blaser,
2014,Journalist,2014-05-13,Media,Ron Suskind,
2014,rock band,2014-05-14,Musician,Blondie,
2014,actor,2014-05-15,Acting,Jim Parsons,
2014,actor,2014-05-19,Acting,James McAvoy,
2014,chief technology officer of united states,2014-05-20,Government,Aneesh Chopra,
2014,Former United States Secretary of the Treasury,2014-05-21,Politician,Timothy Geithner,
2014,actress,2014-05-22,Acting,Drew Barrymore,
2014,Baseball player,2014-05-05,Athletics,Mariano Rivera,
2014,author,2014-05-06,Media,Peter Schuck,
2014,actor,2014-05-07,Acting,Seth Rogen,
2014,journalist,2014-05-08,Media,Katie Couric,
2014,Journalist,2014-06-10,Media,Sebastian Junger,
2014,us senator,2014-06-11,Politician,Charles Schumer,
2014,actor,2014-06-12,Acting,Christopher Walken,
2014,businessman,2014-06-16,Business,Howard Schultz,
2014,journalist,2014-06-17,Media,Daniel Schulman,
2014,actor,2014-06-18,Acting,Kevin Hart,
2014,author,2014-06-19,Media,Hamid Al-Bayati,
2014,actor,2014-06-02,Acting,Robert De Niro,
2014,comedian,2014-06-23,Comedy,Bill Maher,
2014,actress,2014-06-24,Acting,Jennifer Esposito,
2014,actress,2014-06-25,Acting,Keira Knightley,
2014,actress,2014-06-26,Acting,Melissa McCarthy,
2014,Comedian,2014-06-03,Comedy,Ricky Gervais,
2014,journalist,2014-06-04,Media,Gihan Ibrahim,
2014,actor,2014-06-05,Acting,Tom Cruise,
2014,Lawyer,2014-06-09,Misc,Philip K. Howard,
2014,writer,2014-07-14,Media,Dahlia Lithwick,
2014,former us secretary of state,2014-07-15,Politician,Hillary Clinton,
2014,comedian,2014-07-16,Comedy,Jerry Seinfeld,
2014,actress,2014-07-17,Acting,Emma Stone,
2014,journalist,2014-07-21,Media,Sue Turton,
2014,Film director,2014-07-22,Media,Richard Linklater,
2014,actor,2014-07-23,Acting,George Takei,
2014,journalist,2014-07-24,Media,Fareed Zakaria,
2014,Journalist,2014-07-28,Media,Sonia Nazario,
2014,journalist,2014-07-29,Media,Sara Firth,
2014,actress,2014-07-30,Acting,Maggie Gyllenhaal,
2014,actress,2014-07-31,Acting,Aubrey Plaza,
2014,professor,2014-08-26,Academic,David L. Rose,
2014,academic,2014-08-27,Academic,Hassan Abbas,
2014,Comedian,2014-08-28,Comedy,Todd Glass,
2014,actor,2014-08-04,Acting,Elisabeth Moss,
2014,author,2014-08-05,Media,Helen Thorpe,
2014,Composer,2014-08-06,Musician,Wu-Tang Clan,
2014,TV Producer,2014-08-07,Media,Tracy Droz Tragos,
2014,diplomat,2014-09-10,Government,Ban Ki-moon,
2014,Talk show host,2014-09-11,Media,Tavis Smiley,
2014,Filmmaker,2014-09-15,Media,Ken Burns,
2014,actor,2014-09-16,Acting,Bill Hader,
2014,Law professor,2014-09-17,Academic,Zephyr Teachout,
2014,us president,2014-09-18,Politician,Bill Clinton,
2014,Journalist,2014-09-02,Media,Ramita Navai,
2014,journalist,2014-09-22,Media,Jenny Nordberg,
2014,military,2014-09-23,Military,Tony Zinni,
2014,non profit worker,2014-09-24,Advocacy,Tia Torres,
2014,Author,2014-09-25,Media,Steven Johnson,
2014,syrian politician,2014-09-29,Politician,Hadi al-Bahra,
2014,Documentary Filmmaker,2014-09-03,Media,Rory Kennedy,
2014,actor,2014-09-30,Acting,Ben Affleck,
2014,singer-songwriter,2014-09-04,Musician,Adam Levine,
2014,United States Senator,2014-09-09,Politician,Kirsten Gillibrand,
2015,former president,2015-01-12,Politician,Jimmy Carter,
2015,United States Senator,2015-01-13,Politician,Marco Rubio,
2015,actress,2015-01-14,Acting,Julianne Moore,
2015,actress,2015-01-15,Acting,Sienna Miller,
2015,Former Governor of Arkansas,2015-01-19,Politician,Mike Huckabee,
2015,actress,2015-01-20,Acting,Jennifer Lopez,
2015,actress,2015-01-21,Acting,Anne Hathaway,
2015,actress,2015-01-22,Acting,Jennifer Aniston,
2015,former mayor of san antonio,2015-01-26,Politician,Julian Castro,
2015,actor,2015-01-28,Acting,Oscar Isaac,
2015,Reporter,2015-01-29,Media,Sarah Chayes,
2015,Journalist,2015-01-05,Media,Steven Brill,
2015,legal scholar,2015-01-06,Misc,Cass Sunstein,
2015,director,2015-01-07,Media,Ava DuVernay,
2015,actress,2015-01-08,Acting,Allison Williams,
2015,former senior advisor to the presidnet,2015-02-10,Political Aide,David Axelrod,
2015,actor,2015-02-11,Acting,Colin Firth,
2015,actor,2015-02-02,Acting,Martin Short,
2015,lawyer,2015-02-23,Misc,Christine Lagarde,
2015,Photojournalist,2015-02-24,Media,Lynsey Addario,
2015,television host,2015-02-25,Media,Conan O'Brien,
2015,actress,2015-02-26,Acting,Olivia Wilde,
2015,executive,2015-02-03,Business,Bill Browder,
2015,author,2015-02-04,Media,Wes Moore,
2015,actor,2015-02-05,Acting,Bob Odenkirk,
2015,actress,2015-02-09,Acting,Patricia Arquette,
2015,comedian,2015-03-10,Comedy,Abbi Jacobson,
2015,hip-hop artist,2015-03-11,Musician,Common,
2015,actor,2015-03-12,Acting,Rob Corddry,
2015,journalist,2015-03-16,Media,Andrew Cockburn,
2015,actress,2015-03-17,Acting,Amanda Seyfried,
2015,actor,2015-03-18,Acting,Kevin Hart,
2015,actor,2015-03-19,Acting,Will Ferrell,
2015,actor,2015-03-02,Acting,Robert Smigel,
2015,activist,2015-03-23,Advocacy,Ayaan Hirsi Ali,
2015,journalist,2015-03-24,Media,Jon Ronson,
2015,Film director,2015-03-25,Media,Kirby Dick,
2015,orca trainer,2015-03-26,Athletics,John Hargrove,
2015,actress,2015-03-03,Acting,Sigourney Weaver,
2015,Ice hockey coach,2015-03-04,Athletics,Viacheslav Fetisov,
2015,journalist,2015-03-05,Media,Gerald Posner,
2015,us representative,2015-03-09,Politician,John Lewis,
2015,musician,2015-04-13,Musician,Adam Horovitz,
2015,journalist,2015-04-14,Media,Fareed Zakaria,
2015,actor,2015-04-15,Acting,Billy Crystal,
2015,author,2015-04-16,Media,Eric Greitens,
2015,author,2015-04-20,Media,Gayle Tzemach Lemmon,
2015,comedian,2015-04-21,Comedy,Jeff Garlin,
2015,former white house press secretary,2015-04-22,Political Aide,Dana Perino,
2015,Astrophysicist,2015-04-23,Science,Neil deGrasse Tyson,
2015,actress,2015-04-27,Acting,Elizabeth Olsen,
2015,white house sommunications director,2015-04-28,Political Aide,George Stephanopoulos,
2015,journalist,2015-04-29,Media,Judith Miller,
2015,actress,2015-04-30,Acting,Kristen Wiig,
2015,activist,2015-04-06,Advocacy,Gene Baur,
2015,actor,2015-04-07,Acting,Peter Dinklage,
2015,Talk show host,2015-04-08,Media,Tavis Smiley,
2015,us senator,2015-04-09,Politician,Elizabeth Warren,
2015,singer-songwriter,2015-05-11,Musician,John Legend,
2015,Journalist,2015-05-12,Media,Tom Brokaw,
2015,Professor,2015-05-13,Academic,Reza Aslan,
2015,Stand-up comedian,2015-05-14,Comedy,Rebel Wilson,
2015,United States Senate member,2015-05-26,Politician,Rand Paul,
2015,Professor,2015-05-27,Academic,Rosabeth Moss Kanter,
2015,Baseball player,2015-05-28,Athletics,Matt Harvey,
2015,film producer,2015-05-04,Media,Brian Grazer,
2015,Singer-songwriter,2015-05-05,Musician,Willie Nelson,
2015,us secretary of energy,2015-05-06,Politician,Ernest Moniz,
2015,rock band,2015-05-07,Musician,Mumford & Sons,
2015,armed forces officer,2015-06-01,Military,Stanley McChrystal,
2015,stand-up comedian,2015-06-10,Comedy,Colin Quinn,
2015,actor,2015-06-11,Acting,Mark Ruffalo,
2015,screenwriter,2015-06-15,Media,Judd Apatow,
2015,actor,2015-06-16,Acting,Aziz Ansari,
2015,us president,2015-06-17,Politician,Bill Clinton,
2015,activist,2015-06-18,Advocacy,Malala Yousafzai,
2015,nyc mayor,2015-06-02,Politician,Bill de Blasio,
2015,united states senator,2015-06-22,Politician,Al Franken,
2015,television Series Creator,2015-06-23,Media,Seth MacFarlane,
2015,legal analyst,2015-06-24,Misc,Andrew Napolitano,
2015,Comedian,2015-06-25,Comedy,Richard Lewis,
2015,actress,2015-06-29,Acting,Taylor Schilling,
2015,actress,2015-06-03,Acting,Melissa McCarthy,
2015,actor,2015-06-30,Acting,Jon Hamm,
2015,actor,2015-06-04,Acting,Steve Buscemi,
2015,First Minister of Scotland,2015-06-08,Politician,Nicola Sturgeon,
2015,actor,2015-06-09,Acting,Nick Offerman,
2015,United States Senator,2015-07-01,Politician,Kirsten Gillibrand,
2015,Author,2015-07-02,Media,Sarah Vowell,
2015,actor,2015-07-20,Acting,Paul Rudd,
2015,us president,2015-07-21,Politician,Barack Obama,
2015,actor,2015-07-22,Acting,Jake Gyllenhaal,
2015,Writer,2015-07-23,Media,Ta-Nehisi Coates,
2015,author,2015-07-27,Media,David McCullough,
2015,actor,2015-07-28,Acting,Tom Cruise,
2015,biographer,2015-07-29,Media,Doris Kearns Goodwin,
2015,director,2015-07-30,Media,J. J. Abrams,
2015,stand-up comedian,2015-08-03,Comedy,Amy Schumer,
2015,actor,2015-08-04,Acting,Denis Leary,
2015,comedian,2015-08-05,Comedy,Louis C.K.,
